timestamp,voltage_L1,voltage_L2,voltage_L3,current_L1,current_L2,current_L3,frequency,power_kW,pf,genset_rpm,genset_status,battery_soc,breaker_status,oil_temp,oil_pressure,room_temp,humidity,trip_event,blackout_event
2025-09-15 12:00:00,230.23109645192653,227.92053718045702,227.97348385850478,12.471167405073807,13.012657593134067,10.362236265770985,49.952140216687326,5.332962198551239,0.8905806600053046,1482.519183119184,ON,83.22079073962648,CLOSED,82.79142055587015,3.424434893420735,23.608817278173387,54.72912177044345,0.0,0.0
2025-09-15 12:00:01,231.10037149378232,230.69063203851283,229.40017923355134,11.827697199804941,14.956051430224257,10.909819380556023,50.13831915085017,5.645780454992041,0.9133858827016894,1493.835548587194,ON,85.84548881628179,CLOSED,81.73998370069197,2.838942602479203,26.819920568022148,58.173236719952264,0.0,0.0
2025-09-15 12:00:02,228.65825467458083,228.78566331345752,226.04086823631124,13.802479252761785,13.77956386614876,9.65322479217717,49.9809107244011,4.97603100967902,0.9131459439306884,1457.6116431291746,ON,82.53158499925738,CLOSED,82.93355332389501,3.0611580444018687,26.213842375171915,63.35820247664872,0.0,0.0
2025-09-15 12:00:03,227.3515838045448,230.82274613564726,230.28870580240536,11.76630939182088,11.232825597638007,10.225378473848533,50.00649337012695,4.6646572028086215,0.890109929171382,1513.6137591503418,ON,82.57911752507981,CLOSED,79.87867022911007,3.138937154161687,27.035685180879053,60.38103690140364,0.0,0.0
2025-09-15 12:00:04,229.7867003218821,230.18905662344545,232.04127658852957,13.576426438864477,11.990448342178588,11.89192274820127,50.01674879421742,4.8296342673682275,0.8961804949373369,1498.8637880121803,ON,83.35525861162853,CLOSED,80.16676583375283,3.185533566741732,27.004522714578982,66.36333914237838,0.0,0.0
2025-09-15 12:00:05,227.7047478247264,233.23878524541203,230.3016038330674,13.575143211036178,13.276372512845198,10.690250951627561,49.94937764221925,5.290282952156806,0.930996945771641,1525.6074637348681,ON,81.22591713573564,CLOSED,77.86076173098024,3.2068969496421587,26.48649070924256,61.81964301540732,0.0,0.0
2025-09-15 12:00:06,228.56104895324998,232.0919992101327,226.71839570044875,11.960736802320065,13.299933885437026,11.310308779820359,50.074746607620774,5.421355968535298,0.8441238214170681,1496.5745837805707,ON,84.25575139980656,CLOSED,81.01083517035954,3.0516648118942475,25.64690941251889,58.05934693033979,0.0,0.0
2025-09-15 12:00:07,226.99518924427883,230.31420666706956,230.59395754793925,12.711878681224654,13.80471387550268,11.146688158233921,49.85726489943511,5.493147122156302,0.9313126530678363,1495.8854289445192,ON,86.37072200646418,CLOSED,79.25804600419846,3.2621995466253217,25.790710409360976,58.672873539314374,0.0,0.0
2025-09-15 12:00:08,227.2473611866536,230.97412722198334,232.0670816736818,11.832036947999072,14.71527794502658,10.910434862200141,50.16586900486876,5.897632257657307,0.9161613434063075,1495.287296548558,ON,81.88089073613094,CLOSED,78.7309143920383,3.4881061837253284,26.423524184368276,59.46447385144172,0.0,0.0
2025-09-15 12:00:09,232.05652699033845,227.28142360582814,229.75309531137512,12.233050089227227,11.602748713310417,9.762138967852838,50.01625384730653,6.0012702087453205,0.8903247412876499,1519.3410198699237,ON,84.68267053980203,CLOSED,84.01037347274779,3.259193890116876,27.08703435429981,58.72105929558314,0.0,0.0
2025-09-15 12:00:10,228.6336961008853,230.810161031084,225.18120953769804,11.937478396136429,12.77568501828771,11.794562105366586,50.12550875817516,5.274032853525458,0.9169873420809803,1494.9730029371349,ON,83.86131499313318,CLOSED,80.49198794620861,2.841097546543981,26.97598036265251,57.498821932341336,0.0,0.0
2025-09-15 12:00:11,227.52996925160215,230.93698261739505,230.71522157371152,13.477055807943037,13.931346868493707,13.596828674109315,50.120106760198375,5.923627620870092,0.917417235585917,1514.1716030713662,ON,84.16939537139675,CLOSED,79.1403181979977,3.320257415895343,26.846176243126056,59.186260962241505,0.0,0.0
2025-09-15 12:00:12,235.34066314258664,229.44417136053588,226.17225714979787,12.600074066679408,12.09874287012283,11.118024415368334,49.843249648670195,5.379853266683051,0.9315695384443046,1512.5717407328461,ON,82.66848119992602,CLOSED,81.56253765923518,2.8919556401188964,28.145919723654586,58.659331811767196,0.0,0.0
2025-09-15 12:00:13,230.46240469481353,231.99866795318292,224.81662316507897,12.796370597372448,12.369709939765329,11.128729382518669,50.05523031273929,5.872099949623394,0.9099178135197452,1485.2875170839184,ON,84.49733908665624,CLOSED,80.0007450757643,3.4243269580669704,26.888318752491156,58.083188263931135,0.0,0.0
2025-09-15 12:00:14,231.55243819669113,231.81282801506535,229.4095920437203,12.365343648309311,12.581563737759467,13.268937439959117,50.082726354865436,6.023882982369893,0.8755130758975647,1500.0413385830632,ON,86.6156942446133,CLOSED,80.19202050898372,3.257429140573024,25.827056823761765,57.404194708431625,0.0,0.0
